iso,year,burned_ha,retrieved_utc
MNE,2006,0,2026-07-30T11:28:45+00:00
MNE,2007,18820,2026-07-30T11:28:45+00:00
MNE,2008,5772,2026-07-30T11:28:45+00:00
MNE,2009,103,2026-07-30T10:18:57+00:00
MNE,2010,2088,2026-07-30T11:28:45+00:00
MNE,2011,16180,2026-07-30T11:28:45+00:00
MNE,2012,36795,2026-07-30T11:28:45+00:00
MNE,2013,1623,2026-07-30T11:28:45+00:00
MNE,2014,0,2026-07-30T11:28:45+00:00
MNE,2015,13534,2026-07-30T11:28:45+00:00
MNE,2016,8195,2026-07-30T11:28:45+00:00
MNE,2017,51531,2026-07-30T11:28:45+00:00
MNE,2018,4331,2026-07-30T11:28:45+00:00
MNE,2019,10603,2026-07-30T11:28:45+00:00
MNE,2020,39498,2026-07-30T11:28:45+00:00
MNE,2021,42187,2026-07-30T11:28:45+00:00
MNE,2022,24579,2026-07-30T11:28:45+00:00
MNE,2023,454,2026-07-30T11:28:45+00:00
MNE,2024,23054,2026-07-30T11:28:45+00:00
MNE,2025,27658,2026-07-30T11:28:45+00:00
MNE,2026,8837,2026-07-30T11:28:45+00:00
NLD,2006,0,2026-07-30T11:28:45+00:00
NLD,2007,0,2026-07-30T11:28:45+00:00
NLD,2008,0,2026-07-30T11:28:45+00:00
NLD,2009,0,2026-07-30T11:28:45+00:00
NLD,2010,0,2026-07-30T11:28:45+00:00
NLD,2011,148,2026-07-30T11:28:45+00:00
NLD,2012,0,2026-07-30T11:28:45+00:00
NLD,2013,0,2026-07-30T11:28:45+00:00
NLD,2014,396,2026-07-30T11:28:45+00:00
NLD,2015,0,2026-07-30T11:28:45+00:00
NLD,2016,0,2026-07-30T11:28:45+00:00
NLD,2017,0,2026-07-30T11:28:45+00:00
NLD,2018,183,2026-07-30T11:28:45+00:00
NLD,2019,0,2026-07-30T11:28:45+00:00
NLD,2020,822,2026-07-30T11:28:45+00:00
NLD,2021,0,2026-07-30T11:28:45+00:00
NLD,2022,274,2026-07-30T11:28:45+00:00
NLD,2023,31,2026-07-30T11:28:45+00:00
NLD,2024,0,2026-07-30T11:28:45+00:00
NLD,2025,170,2026-07-30T11:28:45+00:00
NLD,2026,547,2026-07-30T11:28:45+00:00
NOR,2006,0,2026-07-30T11:28:45+00:00
NOR,2007,0,2026-07-30T11:28:45+00:00
NOR,2008,2751,2026-07-30T11:28:45+00:00
NOR,2009,0,2026-07-30T11:28:45+00:00
NOR,2010,0,2026-07-30T11:28:45+00:00
NOR,2011,641,2026-07-30T11:28:45+00:00
NOR,2012,0,2026-07-30T11:28:45+00:00
NOR,2013,218,2026-07-30T11:28:45+00:00
NOR,2014,3336,2026-07-30T11:28:45+00:00
NOR,2015,142,2026-07-30T11:28:45+00:00
NOR,2016,0,2026-07-30T11:28:45+00:00
NOR,2017,260,2026-07-30T11:28:45+00:00
NOR,2018,273,2026-07-30T11:28:45+00:00
NOR,2019,4515,2026-07-30T11:28:45+00:00
NOR,2020,170,2026-07-30T11:28:45+00:00
NOR,2021,829,2026-07-30T11:28:45+00:00
NOR,2022,2143,2026-07-30T11:28:45+00:00
NOR,2023,941,2026-07-30T11:28:45+00:00
NOR,2024,511,2026-07-30T11:28:45+00:00
NOR,2025,2412,2026-07-30T11:28:45+00:00
NOR,2026,1589,2026-07-30T11:28:45+00:00
POL,2006,0,2026-07-30T11:28:45+00:00
POL,2007,0,2026-07-30T11:28:45+00:00
POL,2008,0,2026-07-30T11:28:45+00:00
POL,2009,0,2026-07-30T11:28:45+00:00
POL,2010,0,2026-07-30T11:28:45+00:00
POL,2011,0,2026-07-30T11:28:45+00:00
POL,2012,0,2026-07-30T11:28:45+00:00
POL,2013,0,2026-07-30T11:28:45+00:00
POL,2014,54,2026-07-30T11:28:45+00:00
POL,2015,560,2026-07-30T11:28:45+00:00
POL,2016,0,2026-07-30T11:28:45+00:00
POL,2017,0,2026-07-30T11:28:45+00:00
POL,2018,345,2026-07-30T11:28:45+00:00
POL,2019,60,2026-07-30T11:28:45+00:00
POL,2020,5383,2026-07-30T11:28:45+00:00
POL,2021,40,2026-07-30T11:28:45+00:00
POL,2022,465,2026-07-30T11:28:45+00:00
POL,2023,47,2026-07-30T11:28:45+00:00
POL,2024,30,2026-07-30T11:28:45+00:00
POL,2025,295,2026-07-30T11:28:45+00:00
POL,2026,1458,2026-07-30T11:28:45+00:00
PRT,2006,56424,2026-07-30T11:28:45+00:00
PRT,2007,15650,2026-07-30T11:28:45+00:00
PRT,2008,5350,2026-07-30T11:28:45+00:00
PRT,2009,74816,2026-07-30T11:28:45+00:00
PRT,2010,127560,2026-07-30T11:28:45+00:00
PRT,2011,64442,2026-07-30T11:28:45+00:00
PRT,2012,101053,2026-07-30T11:28:45+00:00
PRT,2013,153408,2026-07-30T11:28:45+00:00
PRT,2014,11550,2026-07-30T11:28:45+00:00
PRT,2015,47286,2026-07-30T11:28:45+00:00
PRT,2016,165738,2026-07-30T11:28:45+00:00
PRT,2017,563530,2026-07-30T11:28:45+00:00
PRT,2018,37038,2026-07-30T11:28:45+00:00
PRT,2019,33451,2026-07-30T11:28:45+00:00
PRT,2020,62557,2026-07-30T11:28:45+00:00
PRT,2021,25855,2026-07-30T11:28:45+00:00
PRT,2022,104379,2026-07-30T11:28:45+00:00
PRT,2023,36855,2026-07-30T11:28:45+00:00
PRT,2024,143684,2026-07-30T11:28:45+00:00
PRT,2025,278917,2026-07-30T11:28:45+00:00
PRT,2026,37422,2026-07-30T11:28:45+00:00
ROU,2006,0,2026-07-30T11:28:45+00:00
ROU,2007,0,2026-07-30T11:28:45+00:00
ROU,2008,0,2026-07-30T11:28:45+00:00
ROU,2009,0,2026-07-30T11:28:45+00:00
ROU,2010,0,2026-07-30T11:28:45+00:00
ROU,2011,333,2026-07-30T11:28:45+00:00
ROU,2012,3023,2026-07-30T11:28:45+00:00
ROU,2013,3101,2026-07-30T11:28:45+00:00
ROU,2014,2403,2026-07-30T11:28:45+00:00
ROU,2015,7320,2026-07-30T11:28:45+00:00
ROU,2016,4368,2026-07-30T11:28:45+00:00
ROU,2017,30481,2026-07-30T11:28:45+00:00
ROU,2018,3287,2026-07-30T11:28:45+00:00
ROU,2019,72666,2026-07-30T11:28:45+00:00
ROU,2020,81668,2026-07-30T11:28:45+00:00
ROU,2021,20364,2026-07-30T11:28:45+00:00
ROU,2022,153155,2026-07-30T11:28:45+00:00
ROU,2023,16622,2026-07-30T11:28:45+00:00
ROU,2024,36057,2026-07-30T11:28:45+00:00
ROU,2025,129443,2026-07-30T11:28:45+00:00
ROU,2026,11957,2026-07-30T11:28:45+00:00
SRB,2006,0,2026-07-30T11:28:45+00:00
SRB,2007,19179,2026-07-30T11:28:45+00:00
SRB,2008,359,2026-07-30T11:28:45+00:00
SRB,2009,0,2026-07-30T11:28:45+00:00
SRB,2010,0,2026-07-30T11:28:45+00:00
SRB,2011,681,2026-07-30T11:28:45+00:00
SRB,2012,11635,2026-07-30T11:28:45+00:00
SRB,2013,1526,2026-07-30T11:28:45+00:00
SRB,2014,0,2026-07-30T11:28:45+00:00
SRB,2015,1011,2026-07-30T11:28:45+00:00
SRB,2016,880,2026-07-30T11:28:45+00:00
SRB,2017,8256,2026-07-30T11:28:45+00:00
SRB,2018,5774,2026-07-30T11:28:45+00:00
SRB,2019,15763,2026-07-30T11:28:45+00:00
SRB,2020,9385,2026-07-30T11:28:45+00:00
SRB,2021,7006,2026-07-30T11:28:45+00:00
SRB,2022,11508,2026-07-30T11:28:45+00:00
SRB,2023,2312,2026-07-30T11:28:45+00:00
SRB,2024,38954,2026-07-30T11:28:45+00:00
SRB,2025,27882,2026-07-30T11:28:45+00:00
SRB,2026,2582,2026-07-30T11:28:45+00:00
SVK,2006,0,2026-07-30T11:28:45+00:00
SVK,2007,0,2026-07-30T11:28:45+00:00
SVK,2008,0,2026-07-30T11:28:45+00:00
SVK,2009,0,2026-07-30T11:28:45+00:00
SVK,2010,0,2026-07-30T11:28:45+00:00
SVK,2011,0,2026-07-30T11:28:45+00:00
SVK,2012,0,2026-07-30T11:28:45+00:00
SVK,2013,0,2026-07-30T11:28:45+00:00
SVK,2014,0,2026-07-30T11:28:45+00:00
SVK,2015,0,2026-07-30T11:28:45+00:00
SVK,2016,0,2026-07-30T11:28:45+00:00
SVK,2017,0,2026-07-30T11:28:45+00:00
SVK,2018,0,2026-07-30T11:28:45+00:00
SVK,2019,0,2026-07-30T11:28:45+00:00
SVK,2020,85,2026-07-30T11:28:45+00:00
SVK,2021,115,2026-07-30T11:28:45+00:00
SVK,2022,317,2026-07-30T11:28:45+00:00
SVK,2023,0,2026-07-30T11:28:45+00:00
SVK,2024,0,2026-07-30T11:28:45+00:00
SVK,2025,362,2026-07-30T11:28:45+00:00
SVK,2026,696,2026-07-30T11:28:45+00:00
SVN,2006,557,2026-07-30T11:28:45+00:00
SVN,2007,0,2026-07-30T11:28:45+00:00
SVN,2008,0,2026-07-30T11:28:45+00:00
SVN,2009,0,2026-07-30T11:28:45+00:00
SVN,2010,0,2026-07-30T11:28:45+00:00
SVN,2011,0,2026-07-30T11:28:45+00:00
SVN,2012,262,2026-07-30T11:28:45+00:00
SVN,2013,0,2026-07-30T11:28:45+00:00
SVN,2014,0,2026-07-30T11:28:45+00:00
SVN,2015,0,2026-07-30T11:28:45+00:00
SVN,2016,321,2026-07-30T11:28:45+00:00
SVN,2017,188,2026-07-30T11:28:45+00:00
SVN,2018,0,2026-07-30T11:28:45+00:00
SVN,2019,80,2026-07-30T11:28:45+00:00
SVN,2020,168,2026-07-30T11:28:45+00:00
SVN,2021,76,2026-07-30T11:28:45+00:00
SVN,2022,4388,2026-07-30T11:28:45+00:00
SVN,2023,112,2026-07-30T11:28:45+00:00
SVN,2024,76,2026-07-30T11:28:45+00:00
SVN,2025,143,2026-07-30T11:28:45+00:00
SVN,2026,354,2026-07-30T11:28:45+00:00
SWE,2006,0,2026-07-30T11:28:45+00:00
SWE,2007,0,2026-07-30T11:28:45+00:00
SWE,2008,1668,2026-07-30T11:28:45+00:00
SWE,2009,716,2026-07-30T11:28:45+00:00
SWE,2010,0,2026-07-30T11:28:45+00:00
SWE,2011,143,2026-07-30T11:28:45+00:00
SWE,2012,0,2026-07-30T11:28:45+00:00
SWE,2013,50,2026-07-30T11:28:45+00:00
SWE,2014,13633,2026-07-30T11:28:45+00:00
SWE,2015,147,2026-07-30T11:28:45+00:00
SWE,2016,99,2026-07-30T11:28:45+00:00
SWE,2017,732,2026-07-30T11:28:45+00:00
SWE,2018,21320,2026-07-30T11:28:45+00:00
SWE,2019,485,2026-07-30T11:28:45+00:00
SWE,2020,769,2026-07-30T11:28:45+00:00
SWE,2021,946,2026-07-30T11:28:45+00:00
SWE,2022,266,2026-07-30T11:28:45+00:00
SWE,2023,188,2026-07-30T11:28:45+00:00
SWE,2024,288,2026-07-30T11:28:45+00:00
SWE,2025,1079,2026-07-30T11:28:45+00:00
SWE,2026,185,2026-07-30T11:28:45+00:00
TUR,2006,8475,2026-07-30T11:28:45+00:00
TUR,2007,6861,2026-07-30T11:28:45+00:00
TUR,2008,27848,2026-07-30T11:28:45+00:00
TUR,2009,5798,2026-07-30T11:28:45+00:00
TUR,2010,1258,2026-07-30T11:28:45+00:00
TUR,2011,8985,2026-07-30T11:28:45+00:00
TUR,2012,10050,2026-07-30T11:28:45+00:00
TUR,2013,19973,2026-07-30T11:28:45+00:00
TUR,2014,7172,2026-07-30T11:28:45+00:00
TUR,2015,55070,2026-07-30T11:28:45+00:00
TUR,2016,124684,2026-07-30T11:28:45+00:00
TUR,2017,47738,2026-07-30T11:28:45+00:00
TUR,2018,40039,2026-07-30T11:28:45+00:00
TUR,2019,81246,2026-07-30T11:28:45+00:00
TUR,2020,99857,2026-07-30T11:28:45+00:00
TUR,2021,202130,2026-07-30T11:28:45+00:00
TUR,2022,15685,2026-07-30T11:28:45+00:00
TUR,2023,32599,2026-07-30T11:28:45+00:00
TUR,2024,120809,2026-07-30T11:28:45+00:00
TUR,2025,154053,2026-07-30T11:28:45+00:00
TUR,2026,11782,2026-07-30T11:28:45+00:00
UKR,2006,0,2026-07-30T11:28:45+00:00
UKR,2007,0,2026-07-30T11:28:45+00:00
UKR,2008,0,2026-07-30T11:28:45+00:00
UKR,2009,0,2026-07-30T11:28:45+00:00
UKR,2010,0,2026-07-30T11:28:45+00:00
UKR,2011,0,2026-07-30T11:28:45+00:00
UKR,2012,0,2026-07-30T11:28:45+00:00
UKR,2013,0,2026-07-30T11:28:45+00:00
UKR,2014,0,2026-07-30T11:28:45+00:00
UKR,2015,0,2026-07-30T11:28:45+00:00
UKR,2016,0,2026-07-30T11:28:45+00:00
UKR,2017,0,2026-07-30T11:28:45+00:00
UKR,2018,0,2026-07-30T11:28:45+00:00
UKR,2019,0,2026-07-30T11:28:45+00:00
UKR,2020,255408,2026-07-30T11:28:45+00:00
UKR,2021,27385,2026-07-30T11:28:45+00:00
UKR,2022,260588,2026-07-30T11:28:45+00:00
UKR,2023,213921,2026-07-30T11:28:45+00:00
UKR,2024,917848,2026-07-30T11:28:45+00:00
UKR,2025,600759,2026-07-30T11:28:45+00:00
UKR,2026,273314,2026-07-30T11:28:45+00:00
